,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
8351,8352,8352,C530000,dc492e46-ec87-4c34-9de2-73bb6b55eebe,Powers,OR,Coos,97466,42.86681,-124.0726,1116,Urban,America/Los_Angeles,Dancer,4.0,24,Master's Degree,Full Time,113912.9,Widowed,Male,No,9.897186,14,0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Electronic Check,65.52159,127.9509,6233.348,5,5,5,3,4,4,3,4
8377,8378,8378,E338308,e8e7be0a-1589-42ab-b8e3-8ad4a401ea5c,Cottageville,WV,Jackson,25239,38.84049,-81.8431,2226,Rural,America/New_York,Tour manager,1.0,57,Bachelor's Degree,Full Time,79248.45,Never Married,Male,Yes,10.40694,13,2,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Credit Card (automatic),52.56715,238.8809,4886.937,3,2,4,4,4,4,4,3
8379,8380,8380,O931429,fe2db07a-fd91-439a-899e-936b97ac6db2,Oberlin,KS,Decatur,67749,39.8338,-100.5649,2025,Urban,America/Chicago,IT sales professional,1.0,34,Bachelor's Degree,Student,103098.0,Separated,Female,No,13.56792,10,3,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,56.64692,157.4126,5092.941,3,3,2,4,5,2,1,4
8388,8389,8389,I552955,06494419-d131-455b-b535-c1b0676f316d,Arnaudville,LA,St. Landry,70512,30.41407,-91.92303,10109,Suburban,America/Chicago,Company secretary,1.0,75,"Some College, 1 or More Years, No Degree",Full Time,85614.86,Widowed,Female,No,9.074413,13,2,1.0,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),62.72855,105.6179,5706.022,3,3,3,4,2,3,5,4
8412,8413,8413,Y476794,cb65b2a0-ea65-4f64-9457-efa6e6535114,Berryville,AR,Carroll,72616,36.34291,-93.5564,11237,Rural,America/Chicago,Occupational hygienist,1.0,85,Bachelor's Degree,Full Time,146600.8,Widowed,Female,No,13.46103,12,1,1.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Credit Card (automatic),64.15463,134.9536,5738.897,4,4,5,3,5,4,3,2
8428,8429,8429,U559614,1566540d-4fed-4a10-979b-4630926b3464,Corpus Christi,TX,Nueces,78405,27.77425,-97.43876,15326,Suburban,America/Chicago,Town planner,1.0,55,"Some College, 1 or More Years, No Degree",Retired,93186.26,Divorced,Female,No,7.973059,10,2,1.0,Yes,Two Year,Yes,No,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,47.52483,117.1259,4185.015,3,3,3,4,3,3,4,3
8441,8442,8442,V807781,eab6b891-17fd-4ea8-8d92-46fce1b68a87,Seal Beach,CA,Orange,90740,33.75962,-118.0735,24494,Suburban,America/Los_Angeles,"Scientist, clinical (histocompatibility and immunogenetics)",1.0,53,GED or Alternative Credential,Full Time,80309.69,Separated,Female,No,11.49223,11,0,1.0,No,One year,Yes,No,None,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,66.74044,111.8524,5598.395,3,4,3,3,3,4,5,2
8442,8443,8443,W166540,ab8f6948-ffdd-488e-864b-19cd30d287ac,San Mateo,CA,San Mateo,94403,37.53847,-122.3045,44300,Suburban,America/Los_Angeles,"Presenter, broadcasting",1.0,53,"Some College, Less than 1 Year",Full Time,89970.37,Never Married,Female,Yes,12.26524,9,1,1.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,43.69814,235.9783,4732.92,5,5,3,4,2,5,5,4
8455,8456,8456,U825707,ecb744df-e6d0-41f2-bfec-ea6ad388803c,Hodge,LA,Jackson,71247,32.27241,-92.72185,984,Suburban,America/Chicago,Leisure centre manager,8.0,53,Regular High School Diploma,Unemployed,94258.71,Separated,Male,No,14.73026,9,2,0.0,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,67.39064,256.565,6579.181,3,3,3,3,4,2,2,3
8457,8458,8458,C364813,a690f701-9b9d-42f6-b48b-92e0446e2842,China,TX,Jefferson,77613,30.04723,-94.35561,963,Urban,America/Chicago,Public affairs consultant,1.0,53,Master's Degree,Full Time,164529.0,Widowed,Male,Yes,12.10414,15,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,62.99453,243.39,5837.201,4,4,3,3,4,5,4,5
8464,8465,8465,A516936,dd16a0aa-00c0-4703-97e7-6e324af6a883,Suamico,WI,Brown,54173,44.64354,-88.03191,4206,Rural,America/Chicago,Environmental manager,2.0,76,"9th Grade to 12th Grade, No Diploma",Unemployed,114044.9,Separated,Female,No,11.07252,11,0,0.0,No,One year,No,Yes,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Credit Card (automatic),69.45823,118.6538,3382.424,2,3,3,5,2,2,2,4
8490,8491,8491,Z748506,9c98efa6-8a6e-4556-8f93-e2204bfaa1ee,Harlem,MT,Blaine,59526,48.43614,-108.715,2662,Rural,America/Denver,Radiation protection practitioner,10.0,43,Regular High School Diploma,Retired,107341.5,Never Married,Female,No,2.191069,12,0,0.0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,No,Electronic Check,56.34451,152.5648,5299.289,6,5,5,5,2,5,5,5
8495,8496,8496,W987217,9aae4b75-63c1-44b2-9eeb-e5882d5ce18e,Chester,SC,Chester,29706,34.71675,-81.23292,19419,Rural,America/New_York,"Therapist, music",1.0,75,Bachelor's Degree,Student,99132.61,Separated,Female,No,9.77407,10,0,0.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Credit Card (automatic),70.99524,203.1442,6087.219,3,2,2,3,4,3,1,4
8498,8499,8499,A776577,13427834-735f-4aeb-8ca9-8cee750f7c5d,Colorado Springs,CO,El Paso,80910,38.81252,-104.7743,30196,Urban,America/Denver,Web designer,0.0,61,"Some College, 1 or More Years, No Degree",Full Time,108956.8,Divorced,Female,Yes,8.800073,10,1,1.0,Yes,One year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,43.40615,201.5749,4472.041,2,2,2,4,4,3,2,3
8525,8526,8526,D155978,c396ab90-ddeb-45ed-bc42-fbd9540f3c82,Knoxville,TN,Knox,37917,36.00121,-83.91371,24286,Rural,America/New_York,Database administrator,1.0,37,Bachelor's Degree,Full Time,112961.8,Widowed,Male,No,9.279077,17,0,1.0,No,Month-to-month,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,62.59584,184.6871,5694.263,5,4,5,4,3,4,5,3
8530,8531,8531,E85379,5a1a3bbe-f475-48e7-bf23-147554685421,Toledo,OH,Lucas,43610,41.67802,-83.56137,4343,Rural,America/New_York,Artist,1.0,74,Regular High School Diploma,Full Time,99699.68,Widowed,Prefer not to answer,No,12.34529,12,2,0.0,No,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,36.19603,128.4374,5738.328,3,3,2,5,2,4,4,5
8532,8533,8533,C693256,70701dc9-ea2d-4ce6-b8a7-1c24f3046053,Reedsville,WI,Manitowoc,54230,44.15781,-87.91291,4698,Rural,America/Chicago,Jewellery designer,1.0,53,Bachelor's Degree,Full Time,105294.0,Never Married,Female,No,8.985427,12,1,1.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,64.9377,150.861,6066.547,4,4,2,4,4,5,4,5
8544,8545,8545,Z718044,1ad1ff7c-eb5f-4b17-bae1-7c1fb26acbaa,Corvallis,OR,Benton,97330,44.63645,-123.2766,42614,Urban,America/Los_Angeles,Youth worker,1.0,80,Regular High School Diploma,Full Time,91629.36,Never Married,Male,No,6.205074,13,1,0.0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),57.0815,165.1751,3382.424,3,3,3,4,3,3,4,4
8554,8555,8555,V116281,87e58b0f-1b24-4f3d-bb56-d98b05e11946,Los Angeles,CA,Los Angeles,90002,33.94906,-118.2467,53111,Suburban,America/Los_Angeles,Higher education lecturer,2.0,64,"9th Grade to 12th Grade, No Diploma",Full Time,97871.03,Divorced,Female,No,4.54582,15,1,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),62.84343,94.42866,5649.203,6,6,5,5,2,6,3,5
8592,8593,8593,B83164,7df43870-c442-479e-9df3-f01fcdd8799f,Heilwood,PA,Indiana,15745,40.62307,-78.91517,203,Urban,America/New_York,Production manager,6.0,58,Regular High School Diploma,Full Time,81455.87,Divorced,Female,No,11.21027,11,0,1.0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,71.2039,246.9241,6771.922,4,3,3,4,3,3,4,5
8602,8603,8603,O758268,8c498fdc-5e23-4b3d-9718-03377b2e72ad,Buffalo,NY,Erie,14215,42.93535,-78.81069,39962,Rural,America/New_York,Medical physicist,4.0,53,"Some College, 1 or More Years, No Degree",Full Time,116972.1,Married,Male,No,11.4809,12,0,0.0,Yes,One year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),42.76683,103.5386,4014.851,4,4,5,3,2,5,4,5
8604,8605,8605,L96424,94019266-056c-43e5-8cf5-de65248e84a6,Sheffield,AL,Colbert,35660,34.75597,-87.70091,8986,Suburban,America/Chicago,"Research officer, trade union",1.0,53,"Some College, 1 or More Years, No Degree",Part Time,82843.95,Never Married,Male,No,9.423144,11,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),67.11925,160.6559,5885.872,2,3,3,4,3,3,3,5
8613,8614,8614,I938194,b1812df2-e768-470f-b322-c6a0f32bd088,Prattsville,AR,Grant,72129,34.32775,-92.54194,1111,Urban,America/Chicago,Graphic designer,1.0,82,"9th Grade to 12th Grade, No Diploma",Part Time,124590.0,Widowed,Male,No,11.02183,10,1,2.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),52.25168,159.3199,4539.697,3,4,3,5,3,3,5,4
8618,8619,8619,O985470,4ea3b5d7-d1ec-4dfb-978b-1112e4db9c76,Panola,AL,Sumter,35477,32.95132,-88.24098,171,Suburban,America/Chicago,Environmental consultant,3.0,53,"Some College, 1 or More Years, No Degree",Full Time,86921.8,Separated,Female,No,10.93772,20,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,48.71074,181.4073,4447.514,6,5,4,5,4,5,6,6
8624,8625,8625,Z944286,723042bb-6428-4e8f-8075-95e4be39560c,Stillwater,NY,Saratoga,12170,42.99685,-73.66309,5061,Rural,America/New_York,Hydrologist,2.0,78,Master's Degree,Unemployed,128842.9,Never Married,Female,Yes,8.615621,10,2,1.0,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,55.51616,244.3197,5546.415,4,4,5,3,4,6,5,5
8626,8627,8627,H378203,10dcf634-84dd-4ed7-864f-9f2cfacc3697,Dulac,LA,Terrebonne,70353,29.37072,-90.70531,1480,Rural,America/Chicago,Fashion designer,0.0,35,Bachelor's Degree,Full Time,88831.62,Separated,Male,No,7.065575,12,2,1.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,61.24745,170.4049,5386.676,3,3,4,4,3,3,3,3
8647,8648,8648,C271341,d5fbda1f-e5f4-4bf2-86b2-9b7e0601be07,Moundville,AL,Hale,35474,32.93785,-87.57215,6454,Urban,America/Chicago,"Designer, multimedia",1.0,61,"Some College, 1 or More Years, No Degree",Full Time,82302.01,Divorced,Female,No,12.52429,8,0,0.0,No,One year,No,No,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,47.29134,215.4572,4276.02,3,3,3,3,3,2,4,4
8671,8672,8672,J75757,d0c31252-1fda-46a0-8b3e-31cf6e8e3bab,Milledgeville,TN,McNairy,38359,35.36983,-88.35135,336,Suburban,America/Chicago,Physiotherapist,0.0,67,Regular High School Diploma,Full Time,84647.54,Divorced,Male,No,12.13306,4,0,1.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,36.19603,105.6804,3382.424,5,6,4,3,5,6,3,6
8675,8676,8676,S883911,f8964121-22c1-4b6a-9520-90a8efa51c7d,Deer Park,TX,Harris,77536,29.69839,-95.12128,33015,Suburban,America/Chicago,Landscape architect,0.0,80,Bachelor's Degree,Student,90621.46,Separated,Female,No,11.86313,11,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,60.47246,172.433,5181.08,5,4,4,2,6,5,4,4
8744,8745,8745,M18617,b3dfcd74-a09c-497d-88a4-1cce191271c1,Arkansaw,WI,Pepin,54721,44.62933,-92.06966,1269,Rural,America/Chicago,Advertising account planner,1.0,42,Bachelor's Degree,Part Time,143641.2,Separated,Male,No,33.64011,11,2,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),64.5472,285.305,6104.448,4,4,4,3,4,3,3,5
8749,8750,8750,P401215,c05399e0-1d13-49fa-baa9-ca830ec8fad5,Sonoma,CA,Sonoma,95476,38.2486,-122.4571,36792,Suburban,America/Los_Angeles,"Engineer, technical sales",1.0,81,Master's Degree,Student,87775.72,Divorced,Male,No,14.24391,17,2,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,62.60438,147.5186,5716.118,4,5,5,4,5,3,4,4
8758,8759,8759,I317260,8e77b4d5-b43f-405b-b78b-a3ef03b90ef5,Tomah,WI,Monroe,54660,43.98255,-90.49021,16062,Urban,America/Chicago,"Accountant, chartered public finance",1.0,42,"Some College, 1 or More Years, No Degree",Full Time,83829.32,Married,Male,No,7.910326,9,0,0.0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,64.25291,136.5036,6001.003,5,4,3,4,2,4,4,3
8772,8773,8773,M235859,d5b9a52b-6e9c-4bff-abeb-3d2449519db1,Longmeadow,MA,Hampden,1106,42.04791,-72.57176,16022,Suburban,America/New_York,"Editor, commissioning",1.0,53,Professional School Degree,Full Time,81130.95,Widowed,Male,No,11.6468,12,0,1.0,No,One year,No,Yes,None,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),41.23951,113.3709,3623.079,5,4,4,3,3,5,5,3
8788,8789,8789,A795602,a975c13b-bbc2-4d6d-b48d-cfeee473e855,Morrison,OK,Noble,73061,36.34882,-97.00648,1659,Suburban,America/Chicago,Cytogeneticist,1.0,51,"Some College, 1 or More Years, No Degree",Full Time,97230.0,Widowed,Female,No,13.08496,12,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,57.07265,207.6903,5095.802,5,5,4,5,3,2,3,4
8793,8794,8794,U344970,607ab248-c7c1-4d26-8de7-3017280706e3,Woodland,MI,Barry,48897,42.70682,-85.13211,1448,Suburban,America/Detroit,Occupational therapist,3.0,24,Nursery School to 8th Grade,Part Time,91326.09,Divorced,Male,No,11.60858,14,1,0.0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,61.82003,129.5686,5640.896,2,2,3,4,4,2,2,3
8812,8813,8813,A825502,72409b06-92f1-4aad-9cc9-b9e5c76fb1f1,Rose City,MI,Ogemaw,48654,44.45598,-84.13164,2068,Urban,America/Detroit,"Engineer, manufacturing systems",1.0,29,Regular High School Diploma,Full Time,82983.69,Divorced,Female,No,9.757232,13,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,36.19603,216.257,5544.621,4,4,3,3,4,2,6,1
8814,8815,8815,X37445,ebc2b075-64d9-4d13-99aa-e41e32bd3c81,Vale,NC,Lincoln,28168,35.55477,-81.42363,10056,Suburban,America/New_York,Immunologist,1.0,29,Bachelor's Degree,Part Time,111778.1,Married,Male,No,10.35614,19,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,47.67256,221.1756,4666.085,3,3,3,3,3,3,3,3
8830,8831,8831,S812132,5f3ba2a1-a4d2-4074-a139-98812098936d,Holly Grove,AR,Monroe,72069,34.53481,-91.13088,1148,Rural,America/Chicago,Field trials officer,2.0,53,Regular High School Diploma,Retired,186156.6,Divorced,Male,No,13.24887,13,0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),65.66957,255.9126,6174.944,4,4,3,3,3,5,4,2
8862,8863,8863,C726077,1335da40-6f22-47bd-a94b-a268f5eda393,Jacksonville,NY,Tompkins,14854,42.50577,-76.6148,13,Rural,America/New_York,Records manager,0.0,61,Regular High School Diploma,Full Time,87653.56,Divorced,Male,No,6.869311,11,1,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,70.21916,213.9445,6206.177,3,3,4,2,3,4,3,3
8873,8874,8874,D953868,59f5ad38-cafa-4bf5-adc1-519289ec3052,Newtown,IN,Fountain,47969,40.20574,-87.14876,152,Urban,America/Indiana/Indianapolis,Community arts worker,2.0,53,Associate's Degree,Full Time,118281.7,Widowed,Male,No,2.364576,17,0,1.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),71.21314,207.9588,3382.424,3,4,2,3,4,4,3,1
8894,8895,8895,Y803084,a8a6286b-a560-45f7-bae6-447b7a8fa799,Trenton,TN,Gibson,38382,35.96724,-88.9928,9191,Suburban,America/Chicago,Charity fundraiser,1.0,32,Regular High School Diploma,Full Time,90780.38,Never Married,Female,No,10.72769,9,0,0.0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,39.23505,195.6455,4093.694,5,6,5,3,5,4,3,3
8912,8913,8913,T474901,fd94d234-1212-4da0-9008-7f4a8cd3adfe,Viola,ID,Latah,83872,46.86214,-116.9701,563,Urban,America/Los_Angeles,Broadcast engineer,0.0,48,Associate's Degree,Unemployed,140110.0,Never Married,Male,No,5.645429,17,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,65.90545,168.7243,5645.996,2,2,2,3,4,3,3,3
8945,8946,8946,N404807,561ce28e-c06c-42d6-9e9c-97f6c61ccb33,Oxford,PA,Chester,19363,39.78697,-75.97447,17119,Urban,America/New_York,Trading standards officer,0.0,31,GED or Alternative Credential,Full Time,117418.8,Divorced,Female,No,7.182675,12,0,0.0,No,Two Year,No,No,None,Yes,Yes,Yes,No,Yes,No,No,No,No,Electronic Check,59.63916,127.5438,5176.881,4,4,4,5,2,4,5,3
8956,8957,8957,S129672,300672d6-16b7-4e3a-9a5e-e5cf755c8606,Fort Bragg,NC,Cumberland,28310,35.14157,-79.02177,6470,Rural,America/New_York,Research scientist (life sciences),1.0,67,"Some College, 1 or More Years, No Degree",Unemployed,81716.87,Widowed,Prefer not to answer,Yes,9.593994,15,1,1.0,Yes,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Mailed Check,61.17571,219.9178,3382.424,3,2,3,2,5,4,3,2
8960,8961,8961,A301811,3ff91db1-5e8a-43d1-85dc-444227203622,Missoula,MT,Missoula,59803,46.79395,-113.9629,17881,Suburban,America/Denver,"Nurse, adult",3.0,59,Nursery School to 8th Grade,Full Time,84770.13,Divorced,Female,No,39.24388,9,2,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),70.69188,202.0147,6193.736,4,3,3,3,3,3,4,5
8968,8969,8969,L599723,48c02b0c-fc59-405d-8586-271ce35c6aa4,Morral,OH,Marion,43337,40.68201,-83.24151,1149,Rural,America/New_York,"Psychotherapist, dance movement",0.0,55,No Schooling Completed,Full Time,137687.4,Married,Male,Yes,18.04267,8,3,0.0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,54.14398,273.9666,5171.048,5,5,5,2,4,3,4,3
8983,8984,8984,Q925183,9abbe415-b3cf-4f20-90f0-4452327f5a85,Nineveh,IN,Johnson,46164,39.32195,-86.115,4420,Urban,America/Indiana/Indianapolis,Commercial/residential surveyor,1.0,83,Associate's Degree,Full Time,94513.15,Widowed,Female,No,7.790516,12,0,2.0,No,One year,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),50.55291,159.0766,4705.493,4,4,3,3,4,4,3,5
8988,8989,8989,S697564,b80f556c-309a-45b4-9800-11148020f0e3,Wilkes Barre,PA,Luzerne,18701,41.24368,-75.88508,3526,Rural,America/New_York,Ship broker,4.0,53,Regular High School Diploma,Part Time,140030.5,Never Married,Male,No,6.008788,13,0,1.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),61.36037,193.9532,5709.247,4,3,5,4,3,2,4,4
8989,8990,8990,V601914,bda6636a-207b-4ddc-a696-c13f9e4b2789,Belton,KY,Muhlenberg,42324,37.13534,-87.00093,1069,Urban,America/Chicago,"Horticulturist, commercial",3.0,43,"Some College, 1 or More Years, No Degree",Part Time,86197.3,Divorced,Female,No,8.88387,8,1,0.0,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),60.51339,190.209,6015.198,4,3,3,4,3,3,4,3
9010,9011,9011,Y259434,c5b242f2-7912-4a9e-9b15-502cf9f62560,Talkeetna,AK,Matanuska-Susitna,99676,62.45787,-149.7039,1353,Rural,America/Anchorage,Herbalist,1.0,68,Regular High School Diploma,Unemployed,92083.74,Married,Female,No,10.65364,10,0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),62.42321,171.2963,5335.845,4,4,3,4,3,4,5,2
9012,9013,9013,K795552,27b4f75a-c595-40d3-8d86-522f4ff7b832,Elwood,IN,Madison,46036,40.29519,-85.83109,11850,Suburban,America/Indiana/Indianapolis,Systems analyst,0.0,60,Professional School Degree,Retired,84440.47,Separated,Female,No,9.92158,13,2,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,57.44563,154.0887,5452.591,3,5,4,5,3,5,5,3
9018,9019,9019,Z232087,5ba97444-05d6-4197-92d1-5bdf12fc42c4,Norfolk,VA,Norfolk,23523,36.83255,-76.272,8075,Urban,America/New_York,Transport planner,0.0,51,GED or Alternative Credential,Student,95509.68,Married,Female,No,8.232674,12,1,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,64.49231,119.0198,5885.972,4,4,4,5,2,4,3,4
9022,9023,9023,H687284,d0a151db-d422-4084-ba07-99ee0ff7b786,Olin,NC,Iredell,28660,35.96842,-80.85708,1878,Urban,America/New_York,Higher education lecturer,6.0,63,Regular High School Diploma,Full Time,79243.91,Separated,Male,No,11.86697,11,0,0.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Mailed Check,44.46693,145.6167,4042.615,5,5,6,5,2,5,4,4
9032,9033,9033,V483573,9fffc5e0-0ae1-4bbe-b050-3b9f9a494f47,Dowagiac,MI,Cass,49047,42.00404,-86.12198,14693,Suburban,America/Detroit,"Development worker, international aid",1.0,78,Bachelor's Degree,Part Time,160216.1,Married,Female,No,37.91783,15,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),61.97321,190.8359,5251.723,3,4,3,5,2,5,4,5
9042,9043,9043,N761090,be484ab5-fd43-45e9-91d3-df12b05caa12,Palisade,CO,Mesa,81526,39.09613,-108.337,5582,Urban,America/Denver,Nutritional therapist,1.0,53,"Some College, 1 or More Years, No Degree",Full Time,95064.28,Married,Male,Yes,10.69123,16,1,1.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),70.49752,258.4611,7096.495,3,3,4,3,4,3,4,4
9046,9047,9047,B959713,1fe7dbd8-eb52-4cb6-a2f4-bb179607cf0e,Pulaski,TN,Giles,38478,35.21489,-87.01128,17654,Urban,America/Chicago,"Designer, graphic",5.0,65,Bachelor's Degree,Unemployed,119017.8,Widowed,Female,No,5.386904,12,1,1.0,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,58.45672,140.0818,5467.641,3,1,4,3,3,4,4,2
9057,9058,9058,S459186,5302e97a-4fd8-46cb-85cd-ca84404ea611,Jonesville,VA,Lee,24263,36.67174,-83.14546,6137,Rural,America/New_York,Audiological scientist,1.0,79,"9th Grade to 12th Grade, No Diploma",Full Time,82450.93,Separated,Female,No,18.65726,17,0,0.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,59.83107,181.1877,5084.802,3,4,4,5,3,4,3,3
9062,9063,9063,P294249,17c21c32-4378-4fde-abb7-d1d3b26df373,Putney,VT,Windham,5346,43.02506,-72.53166,5111,Urban,America/New_York,Company secretary,0.0,53,"9th Grade to 12th Grade, No Diploma",Retired,96575.06,Married,Male,No,8.080111,11,1,1.0,No,Two Year,Yes,No,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,66.15184,178.2613,6067.586,4,3,3,3,4,3,2,3
9066,9067,9067,I229526,0c7e1255-711a-4f78-bb78-3b8564a55e58,Orrtanna,PA,Adams,17353,39.88901,-77.38512,3456,Urban,America/New_York,"Scientist, water quality",8.0,53,Regular High School Diploma,Full Time,80447.93,Never Married,Male,No,8.651264,17,2,0.0,Yes,One year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),65.33881,168.2569,5717.977,3,3,3,3,3,5,3,4
9077,9078,9078,S144940,4526127f-1afe-49ed-9d02-5cc7646510e5,Memphis,TN,Shelby,38119,35.07978,-89.84589,22947,Suburban,America/Chicago,Advertising copywriter,1.0,42,Bachelor's Degree,Unemployed,142119.3,Widowed,Male,No,9.593937,12,1,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),64.71742,148.8925,5694.946,6,5,5,2,5,4,4,4
