,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
8037,8038,8038,H20147,4ebb0d40-b49e-45bd-93c9-03ccbea4d3cf,Columbus,OH,Franklin,43204,39.96135,-83.0816,42463,Rural,America/New_York,Higher education lecturer,1.0,82,Associate's Degree,Full Time,43826.83,Separated,Male,No,6.848723,10,1,2.0,No,One year,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,36.19603,225.3533,6746.803,3,4,4,3,5,2,3,3
8040,8041,8041,V875157,8f48bd29-f7d0-424f-92cf-3250e092e1c9,Marietta,GA,Cobb,30067,33.93236,-84.46148,46647,Urban,America/New_York,Interior and spatial designer,1.0,53,GED or Alternative Credential,Full Time,101307.0,Separated,Male,No,11.74784,13,1,0.0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),67.86978,155.5551,6364.89,1,2,2,3,4,2,4,3
8048,8049,8049,S390179,08e6451d-3a97-465c-90fc-5de412d31135,North Las Vegas,NV,Clark,89030,36.2115,-115.1241,48382,Suburban,America/Los_Angeles,Soil scientist,2.0,42,Bachelor's Degree,Full Time,33186.785,Widowed,Female,No,8.459234,14,0,0.0,No,One year,No,No,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,36.19603,114.7968,4814.159,4,4,4,2,4,4,4,3
8050,8051,8051,Z677194,f26049c0-bc60-4c9c-b6f1-99b4a32e9a04,Houston,TX,Harris,77044,29.8979,-95.17696,45885,Rural,America/Chicago,Immunologist,1.0,53,"9th Grade to 12th Grade, No Diploma",Full Time,18809.09,Married,Female,No,3.900842,13,1,0.0,Yes,One year,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,67.56344,253.3612,6555.502,2,2,4,5,2,4,5,2
8060,8061,8061,Q138800,c2b7e9ce-e431-4f80-ab61-a226b6984681,Cumming,GA,Forsyth,30041,34.20039,-84.09417,66531,Suburban,America/New_York,"Psychologist, clinical",2.0,53,Regular High School Diploma,Full Time,33186.785,Married,Female,No,7.020573,14,0,1.0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),58.52641,130.0198,5479.424,3,4,2,3,2,2,3,3
8079,8080,8080,R590022,703f4614-2c3a-498c-b2c0-321477b476a7,San Diego,CA,San Diego,92154,32.56762,-117.003,86811,Urban,America/Los_Angeles,"Psychologist, prison and probation services",4.0,38,Associate's Degree,Student,42215.28,Divorced,Female,No,3.946946,10,1,1.0,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,71.51635,171.2554,6667.408,2,3,5,4,3,3,4,4
8083,8084,8084,I42773,1e77b63b-a5be-482c-a9d8-305a2475bad8,State College,PA,Centre,16801,40.77888,-77.84134,44641,Urban,America/New_York,Commercial/residential surveyor,0.0,26,"Some College, Less than 1 Year",Full Time,33186.785,Widowed,Prefer not to answer,No,10.31347,13,0,0.0,No,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,65.63224,167.0948,6205.74,3,5,4,5,2,4,4,4
8086,8087,8087,L690004,326a69e9-2c01-41c8-acc1-9e21e18b21f8,Chicago,IL,Cook,60638,41.78145,-87.77056,58797,Suburban,America/Chicago,Newspaper journalist,3.0,75,"Some College, Less than 1 Year",Retired,35671.63,Separated,Female,No,9.404365,15,2,1.0,Yes,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,65.68687,168.448,5629.355,4,3,4,4,4,3,3,3
8104,8105,8105,I31880,94aa8fb7-3f37-48f3-8a69-f0948bc50f8b,Cape Coral,FL,Lee,33904,26.57593,-81.94532,31859,Suburban,America/New_York,Physiological scientist,0.0,53,Regular High School Diploma,Retired,59261.2,Widowed,Male,No,8.636255,10,1,0.0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),36.19603,159.3038,5572.923,3,3,4,5,3,4,4,4
8106,8107,8107,S534757,699acfbd-636c-40bf-839d-0c7b7aa75897,Hattiesburg,MS,Forrest,39401,31.23265,-89.26717,42522,Urban,America/Chicago,"Education officer, environmental",0.0,71,"9th Grade to 12th Grade, No Diploma",Student,13824.18,Divorced,Male,No,9.231119,13,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Electronic Check,67.69161,195.0498,5947.502,3,2,3,3,3,3,4,3
8119,8120,8120,I650273,8b75ac26-fcb9-4f4b-9a3c-0f759e734ae1,Passaic,NJ,Passaic,7055,40.85748,-74.12819,70199,Suburban,America/New_York,Theatre stage manager,1.0,22,Regular High School Diploma,Full Time,16804.27,Separated,Female,No,9.864154,11,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),58.08952,138.8192,5073.712,4,4,4,2,6,5,3,3
8130,8131,8131,I496795,a0c0ea1a-fd74-42e8-b8b0-f9b8f4690229,Los Angeles,CA,Los Angeles,90044,33.95278,-118.2919,96436,Urban,America/Los_Angeles,IT consultant,4.0,52,"9th Grade to 12th Grade, No Diploma",Full Time,58120.56,Divorced,Female,No,11.52424,6,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Mailed Check,71.44783,173.4969,6203.068,2,3,2,4,4,3,4,3
8139,8140,8140,G336446,b01df5d1-0236-4c13-ac2d-dd71c34f50f8,Chicago,IL,Cook,60629,41.77567,-87.71176,111850,Suburban,America/Chicago,"Doctor, hospital",5.0,36,Regular High School Diploma,Retired,23994.35,Divorced,Female,No,11.61105,12,1,0.0,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),44.03142,242.4827,4839.958,4,4,4,5,2,4,4,4
8147,8148,8148,D836032,9f8d0d8a-a4b4-404a-a796-b2b36816682d,Lynnwood,WA,Snohomish,98087,47.86298,-122.2664,39221,Urban,America/Los_Angeles,Research scientist (maths),4.0,45,Master's Degree,Retired,51257.19,Separated,Male,No,7.742258,14,0,0.0,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),43.51853,80.50765,3783.215,3,3,2,5,3,4,3,3
8184,8185,8185,C726463,5ef293f8-ae98-4fb4-a27a-fcb2f1f465cd,Glen Allen,VA,Henrico,23059,37.70489,-77.56251,35124,Rural,America/New_York,Arboriculturist,3.0,49,Regular High School Diploma,Full Time,25777.72,Separated,Male,No,12.76331,19,0,0.0,No,Two Year,No,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,67.63205,203.0303,6711.014,1,2,2,4,3,2,2,3
8186,8187,8187,N925899,70a9f1f5-bbc8-446e-bee9-cd42f96f3484,Hialeah,FL,Miami-Dade,33016,25.8949,-80.33243,51003,Rural,America/New_York,"Education officer, community",0.0,75,"Some College, Less than 1 Year",Student,19565.53,Married,Female,No,7.142673,13,0,0.0,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,55.09556,125.5368,4717.831,3,2,4,3,4,3,3,5
8192,8193,8193,U218866,45e27988-c523-4f04-bf9c-215c5f29c6aa,Norristown,PA,Montgomery,19401,40.13038,-75.33136,42116,Rural,America/New_York,"Journalist, broadcasting",1.0,55,Master's Degree,Full Time,9183.89,Separated,Female,No,8.316305,13,0,1.0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Electronic Check,69.40052,165.5476,6457.288,3,3,2,3,3,3,4,3
8205,8206,8206,W520409,b97bced5-5692-4471-a6f4-e436c02a1726,Bronx,NY,Bronx,10475,40.86953,-73.82532,43208,Suburban,America/New_York,"Investment banker, operational",0.0,54,Bachelor's Degree,Full Time,53517.26,Divorced,Female,No,7.153043,12,0,1.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),64.44587,187.0366,5642.296,7,6,6,4,3,4,5,5
8207,8208,8208,S257413,54105f01-44d3-49eb-b5a9-35de9bfc0d19,Tucson,AZ,Pima,85756,32.07925,-110.8989,42023,Rural,America/Phoenix,"Programmer, multimedia",3.0,53,Regular High School Diploma,Part Time,56876.26,Divorced,Female,No,10.64796,9,1,2.0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),42.32324,145.0261,3503.174,3,4,4,2,5,3,3,3
8213,8214,8214,B41405,82e15fd0-77c8-4890-b767-0a8bc9dae492,Lebanon,PA,Lebanon,17042,40.29454,-76.42498,38072,Rural,America/New_York,Occupational psychologist,3.0,28,Master's Degree,Full Time,31547.84,Separated,Male,No,11.15427,14,1,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,63.99474,95.06269,5899.437,4,4,3,3,4,3,4,3
8217,8218,8218,T560412,bc185405-f706-499d-9896-2a2936b7a9a9,Staten Island,NY,Richmond,10306,40.57152,-74.12535,53142,Urban,America/New_York,"Buyer, retail",3.0,48,"Some College, Less than 1 Year",Full Time,23778.28,Divorced,Female,No,8.868845,13,0,0.0,Yes,One year,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,69.66186,235.676,6856.667,5,5,4,4,4,5,4,2
8220,8221,8221,F384568,912e1060-a2c7-457a-be35-bc9cd03665af,Washington,DC,District of Columbia,20019,38.8918,-76.9427,62625,Suburban,America/New_York,"Horticulturist, amenity",1.0,52,Regular High School Diploma,Student,33186.785,Separated,Male,No,8.121922,11,1,0.0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),56.79773,141.7934,5489.503,3,2,4,4,4,4,4,4
8248,8249,8249,H866338,b103aeea-6601-4494-8c48-2fa36c200154,Chicago,IL,Cook,60615,41.80223,-87.60272,41563,Urban,America/Chicago,"Designer, blown glass/stained glass",1.0,53,Bachelor's Degree,Retired,44554.14,Married,Female,No,9.141268,17,1,0.0,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,62.84168,221.4117,5780.017,3,4,4,4,3,4,2,4
8250,8251,8251,V624141,343b8a4f-0fe6-4e55-9b90-7f717d225209,Houston,TX,Harris,77004,29.72463,-95.36307,36959,Suburban,America/Chicago,Insurance underwriter,1.0,38,"Some College, 1 or More Years, No Degree",Full Time,26353.03,Widowed,Female,No,36.02845,12,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,63.64621,199.5211,5503.629,4,5,3,4,3,5,5,5
8269,8270,8270,G421530,0503ea67-48f3-4dfe-8f71-8d7148f45286,Lewisville,TX,Denton,75077,33.07885,-97.06273,37080,Rural,America/Chicago,Water quality scientist,0.0,53,"Some College, Less than 1 Year",Full Time,17899.79,Married,Male,No,9.763175,14,0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,52.64455,141.1544,3382.424,5,4,4,2,5,2,2,3
8275,8276,8276,D381287,aa2ab36f-d9cc-49ae-a9ac-a55aecf7a377,Wayne,NJ,Passaic,7470,40.94802,-74.24525,54190,Urban,America/New_York,"Education officer, environmental",8.0,34,Regular High School Diploma,Full Time,47088.97,Married,Female,No,11.39972,13,1,1.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),71.15596,140.9738,6783.004,3,3,3,3,3,4,4,3
8302,8303,8303,D139779,0eee8e27-4e5a-4cf4-a5a9-39912f8b075d,San Antonio,TX,Bexar,78227,29.40626,-98.62941,49907,Urban,America/Chicago,"Librarian, academic",0.0,48,Bachelor's Degree,Unemployed,26480.5,Divorced,Male,No,9.798433,11,0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,69.16679,113.8921,6259.287,3,3,3,4,2,4,4,4
8320,8321,8321,Y465694,ec724419-c0d1-41d5-8738-ef1c615bfa0c,Bronx,NY,Bronx,10467,40.88085,-73.87394,103732,Urban,America/New_York,"Programme researcher, broadcasting/film/video",0.0,37,Bachelor's Degree,Retired,23239.84,Divorced,Female,No,15.24319,7,1,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),36.19603,247.1577,6037.104,5,4,4,5,2,4,4,5
8327,8328,8328,R349356,58958991-d3a8-4b46-84e4-d7bfc30703e3,Hallandale,FL,Broward,33009,25.98565,-80.14786,41276,Suburban,America/New_York,Insurance claims handler,1.0,53,Bachelor's Degree,Full Time,20618.01,Never Married,Female,No,11.62677,15,1,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),56.67924,206.5038,5042.033,3,4,4,3,3,3,4,3
8337,8338,8338,N853478,0a4c14ed-b6d8-4f6a-9010-99c552225f93,Anaheim,CA,Orange,92805,33.83038,-117.9058,74413,Suburban,America/Los_Angeles,Copy,1.0,18,Bachelor's Degree,Part Time,30686.01,Separated,Male,No,5.905707,14,2,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,66.02069,123.7963,6108.608,3,2,3,4,3,2,4,4
8346,8347,8347,N960316,d69df7e3-b68a-4234-8478-3599a679da0f,Raleigh,NC,Wake,27615,35.89798,-78.63613,43461,Suburban,America/New_York,Petroleum engineer,1.0,85,Associate's Degree,Unemployed,22535.7,Married,Female,No,9.818634,12,1,0.0,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),67.49463,244.9579,3382.424,2,2,2,5,3,5,3,3
8354,8355,8355,C585619,6cdce667-3289-4653-90bf-bc724aff049d,Avondale,AZ,Maricopa,85323,33.41939,-112.3261,42812,Urban,America/Phoenix,Geoscientist,1.0,57,"9th Grade to 12th Grade, No Diploma",Unemployed,33692.36,Married,Female,No,11.27571,12,1,1.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),71.53791,163.1435,6766.153,3,3,3,5,3,4,3,4
8357,8358,8358,G668616,c19d706c-f927-489a-9140-10e73b52c9e0,Detroit,MI,Wayne,48205,42.43315,-82.98109,33953,Rural,America/Detroit,"Civil engineer, consulting",1.0,53,Bachelor's Degree,Full Time,44165.04,Separated,Male,Yes,10.79494,10,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,48.49789,217.7939,4557.472,4,4,4,3,4,3,5,3
8376,8377,8377,G598131,c6cd17b6-20ea-4567-899e-bca2580b3a47,San Antonio,TX,Bexar,78211,29.34642,-98.56314,32568,Rural,America/Chicago,Academic librarian,4.0,53,GED or Alternative Credential,Part Time,33186.785,Separated,Male,Yes,10.25469,14,1,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,39.22782,201.2258,4443.925,2,2,4,4,3,4,4,1
8380,8381,8381,A415870,baae0510-aea1-4f6d-a814-06ea0bb5fb0b,Los Angeles,CA,Los Angeles,90034,34.03068,-118.3995,55652,Urban,America/Los_Angeles,Lexicographer,2.0,83,Regular High School Diploma,Full Time,43672.55,Never Married,Female,No,13.02138,13,0,2.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,70.01227,115.4307,6193.095,4,3,4,3,4,4,5,3
8384,8385,8385,X52150,85d2dfdb-972a-4ff2-afa9-fbef2851f17c,Littleton,CO,Douglas,80126,39.54073,-104.9608,43801,Suburban,America/Denver,Hospital doctor,0.0,43,Bachelor's Degree,Part Time,33186.785,Separated,Female,No,10.05455,11,0,0.0,Yes,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),48.50031,194.795,4429.501,3,3,3,3,3,2,2,4
8387,8388,8388,V463431,ea7aeea8-d5b1-4ea1-a9ee-2d7902b73a18,Ontario,CA,San Bernardino,91762,34.02905,-117.6448,60699,Rural,America/Los_Angeles,Associate Professor,1.0,24,Bachelor's Degree,Full Time,64277.43,Widowed,Female,No,8.096503,10,0,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,36.19603,94.44965,5156.064,5,5,5,4,4,6,5,5
8391,8392,8392,R486479,f1eead2d-7829-4025-892d-15ee35c522b9,Elk Grove,CA,Sacramento,95758,38.42788,-121.4434,63894,Suburban,America/Los_Angeles,Dancer,0.0,74,"9th Grade to 12th Grade, No Diploma",Student,33186.785,Married,Male,No,12.37353,9,1,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),69.38376,152.7355,6426.705,4,4,5,3,3,3,3,4
8392,8393,8393,T174066,de1306d0-aca3-458a-b715-c7bf046040c0,Rockville,MD,Montgomery,20852,39.05151,-77.12458,46904,Suburban,America/New_York,Fitness centre manager,0.0,33,Regular High School Diploma,Full Time,33186.785,Separated,Male,No,12.98047,13,0,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),45.91919,170.0858,3382.424,4,4,4,2,3,3,3,3
8402,8403,8403,P802061,c14c0792-21ae-46b3-9832-8e49121a6e5b,Bowling Green,OH,Wood,43402,41.40998,-83.65457,32259,Suburban,America/New_York,"Scientist, biomedical",1.0,72,"Some College, 1 or More Years, No Degree",Student,72654.19,Divorced,Female,No,12.55649,12,3,0.0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),43.93445,161.1147,3798.957,4,3,4,3,4,4,2,2
8418,8419,8419,X515591,2c3836c7-12e3-4e81-9fcb-1a2daaa159d8,Mill Valley,CA,Marin,94941,37.89517,-122.5592,32013,Rural,America/Los_Angeles,Tourist information centre manager,0.0,53,Regular High School Diploma,Unemployed,46656.47,Widowed,Male,No,14.44196,8,1,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Credit Card (automatic),70.59181,164.5314,6602.811,3,3,3,4,5,2,2,3
8423,8424,8424,B488148,727a3a87-b269-48bd-bf19-7fc699972d7d,Orlando,FL,Orange,32817,28.59039,-81.24459,35317,Rural,America/New_York,"Conservation officer, historic buildings",0.0,33,"9th Grade to 12th Grade, No Diploma",Unemployed,32076.79,Married,Male,No,5.879942,10,1,0.0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Mailed Check,64.48611,170.3373,5666.607,3,4,4,2,6,3,2,4
8442,8443,8443,W166540,ab8f6948-ffdd-488e-864b-19cd30d287ac,San Mateo,CA,San Mateo,94403,37.53847,-122.3045,44300,Suburban,America/Los_Angeles,"Presenter, broadcasting",1.0,53,"Some College, Less than 1 Year",Full Time,89970.37,Never Married,Female,Yes,12.26524,9,1,1.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,43.69814,235.9783,4732.92,5,5,3,4,2,5,5,4
8467,8468,8468,I873153,0a9e0982-acd0-402d-9d6b-668c9833ba61,Pensacola,FL,Escambia,32514,30.53185,-87.22196,44759,Urban,America/Chicago,"Pilot, airline",0.0,53,Master's Degree,Retired,17260.93,Widowed,Female,No,10.30555,12,0,1.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),38.58318,147.3308,3296.618,5,4,4,3,5,4,3,4
8473,8474,8474,F878212,c251ceb9-1391-47f0-8052-2d284bf5a388,Manhattan Beach,CA,Los Angeles,90266,33.8895,-118.3972,35573,Rural,America/Los_Angeles,"Lecturer, further education",1.0,61,"Some College, 1 or More Years, No Degree",Unemployed,33186.785,Never Married,Male,No,11.40429,12,1,0.0,Yes,One year,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),53.39442,219.9292,5026.753,4,4,4,2,4,5,4,3
8474,8475,8475,T731870,96b17b69-a579-49cf-ace5-88f482236545,Jacksonville,FL,Duval,32256,30.18783,-81.50041,45688,Rural,America/New_York,"Engineer, manufacturing systems",0.0,53,"9th Grade to 12th Grade, No Diploma",Student,43216.69,Never Married,Male,No,2.071208,16,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),61.36647,194.4653,5351.473,4,2,3,4,4,3,4,4
8483,8484,8484,P349310,0cc6101f-d361-44e5-a62b-e43b0ce8456d,Indianapolis,IN,Marion,46222,39.79111,-86.2149,36414,Suburban,America/Indiana/Indianapolis,Comptroller,1.0,53,Bachelor's Degree,Full Time,20832.66,Divorced,Female,No,4.509632,16,0,2.0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),37.04844,128.6436,3715.869,3,4,2,5,4,2,3,4
8497,8498,8498,D808028,b4ce5c2f-b814-4b65-b0a0-f03c12df7c01,Midlothian,TX,Ellis,76065,32.47047,-96.98898,35643,Suburban,America/Chicago,Horticultural consultant,0.0,37,Associate's Degree,Full Time,20406.36,Never Married,Female,No,7.940707,10,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Electronic Check,51.58987,194.0607,4608.507,4,4,4,4,3,3,3,4
8502,8503,8503,X33849,56131c56-e757-4d57-8aab-365967536a7e,Baldwin Park,CA,Los Angeles,91706,34.09641,-117.9682,77342,Rural,America/Los_Angeles,"Conservator, furniture",1.0,82,"Some College, 1 or More Years, No Degree",Student,54381.23,Widowed,Male,No,10.45398,13,0,0.0,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),52.60487,186.0579,5048.66,3,1,3,3,4,2,2,2
8506,8507,8507,N247032,a9fee3c5-c349-4e3f-9d81-210f08e86ac4,New York,NY,New York,10034,40.86716,-73.92411,42910,Rural,America/New_York,Pharmacologist,2.0,53,"Some College, 1 or More Years, No Degree",Full Time,28990.97,Married,Female,No,15.7596,8,0,0.0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,36.19603,196.6757,5877.566,2,2,2,4,2,3,2,2
8519,8520,8520,O790940,7fb7c461-8bf7-44cb-a96f-22e43a503aab,Moses Lake,WA,Grant,98837,47.14978,-119.3046,43078,Rural,America/Los_Angeles,Farm manager,1.0,37,"Some College, 1 or More Years, No Degree",Retired,33186.785,Widowed,Female,No,12.96778,10,0,0.0,No,Two Year,No,No,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,62.8566,198.2191,5770.591,5,4,4,2,3,4,3,4
8544,8545,8545,Z718044,1ad1ff7c-eb5f-4b17-bae1-7c1fb26acbaa,Corvallis,OR,Benton,97330,44.63645,-123.2766,42614,Urban,America/Los_Angeles,Youth worker,1.0,80,Regular High School Diploma,Full Time,91629.36,Never Married,Male,No,6.205074,13,1,0.0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),57.0815,165.1751,3382.424,3,3,3,4,3,3,4,4
8554,8555,8555,V116281,87e58b0f-1b24-4f3d-bb56-d98b05e11946,Los Angeles,CA,Los Angeles,90002,33.94906,-118.2467,53111,Suburban,America/Los_Angeles,Higher education lecturer,2.0,64,"9th Grade to 12th Grade, No Diploma",Full Time,97871.03,Divorced,Female,No,4.54582,15,1,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),62.84343,94.42866,5649.203,6,6,5,5,2,6,3,5
8565,8566,8566,M754335,08ac3595-d538-4524-a760-332fbbbc2111,Eugene,OR,Lane,97401,44.06826,-123.0818,44750,Urban,America/Los_Angeles,Public house manager,1.0,67,Regular High School Diploma,Full Time,28757.7,Widowed,Female,No,15.29251,10,0,0.0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,61.09569,252.804,5591.053,2,2,3,6,1,5,4,3
8585,8586,8586,N522883,f9c56022-512e-4bbb-b02c-5c2a0a145020,Virginia Beach,VA,Virginia Beach,23452,36.84674,-76.09255,59324,Rural,America/New_York,Dentist,0.0,53,Bachelor's Degree,Full Time,18852.52,Divorced,Male,No,8.525994,9,0,1.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),48.73343,172.1361,4798.911,3,3,4,3,3,3,3,2
8595,8596,8596,E936988,ad6e80c1-55d5-4ace-b994-152c06fb660d,Stillwater,OK,Payne,74074,36.08107,-97.07627,32812,Urban,America/Chicago,Administrator,2.0,38,Bachelor's Degree,Part Time,13846.51,Separated,Female,No,15.09042,12,2,0.0,No,Two Year,Yes,No,None,Yes,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),65.12634,186.0679,5975.23,2,3,3,3,4,3,2,2
8602,8603,8603,O758268,8c498fdc-5e23-4b3d-9718-03377b2e72ad,Buffalo,NY,Erie,14215,42.93535,-78.81069,39962,Rural,America/New_York,Medical physicist,4.0,53,"Some College, 1 or More Years, No Degree",Full Time,116972.1,Married,Male,No,11.4809,12,0,0.0,Yes,One year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),42.76683,103.5386,4014.851,4,4,5,3,2,5,4,5
8621,8622,8622,B369784,f1963742-d1cb-4e17-9442-16b06264bdb9,Lawndale,CA,Los Angeles,90260,33.88829,-118.3512,35161,Suburban,America/Los_Angeles,Careers adviser,1.0,33,Regular High School Diploma,Full Time,33186.785,Widowed,Female,No,12.2636,16,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,64.25691,179.6488,5671.161,4,3,2,3,2,4,4,3
8643,8644,8644,M356621,39f69794-52a4-4d36-91bb-06d1c693b024,Spring,TX,Harris,77388,30.05984,-95.46851,49487,Rural,America/Chicago,Sub,1.0,38,"Some College, 1 or More Years, No Degree",Full Time,30216.55,Widowed,Female,No,18.78945,13,1,1.0,No,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),50.95377,254.9396,4953.44,4,4,4,5,3,5,5,4
8654,8655,8655,E242415,0ae4993b-a62c-4eb7-9c8c-864b7838f4a5,Jersey City,NJ,Hudson,7304,40.71648,-74.07355,44233,Suburban,America/New_York,Ophthalmologist,2.0,26,Regular High School Diploma,Full Time,73725.59,Separated,Female,Yes,13.28671,8,3,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,45.39565,244.2491,4967.376,4,5,3,3,3,4,2,4
